[detection] The camouflaged objects.
COD10K-CAM-3-Flying-65-Owl-4522.jpg@#@<p>The camouflaged objects</p> {<32><1><99><99>}
COD10K-CAM-2-Terrestrial-47-Tiger-2893.jpg@#@<p>The camouflaged objects</p> {<1><2><98><99>}<delim>{<60><34><95><73>}
COD10K-CAM-2-Terrestrial-23-Cat-1371.jpg@#@<p>The camouflaged objects</p> {<1><1><99><100>}
COD10K-CAM-3-Flying-61-Katydid-3964.jpg@#@<p>The camouflaged objects</p> {<1><1><98><97>}
COD10K-CAM-2-Terrestrial-45-Spider-2719.jpg@#@<p>The camouflaged objects</p> {<23><6><57><94>}<delim>{<23><5><57><94>}
COD10K-CAM-4-Amphibian-68-Toad-4818.jpg@#@<p>The camouflaged objects</p> {<1><0><100><98>}
COD10K-CAM-3-Flying-59-Grasshopper-3652.jpg@#@<p>The camouflaged objects</p> {<13><25><84><76>}
COD10K-CAM-1-Aquatic-15-SeaHorse-1006.jpg@#@<p>The camouflaged objects</p> {<15><46><27><74>}<delim>{<0><12><11><37>}<delim>{<39><53><50><83>}<delim>{<27><16><41><39>}
COD10K-CAM-3-Flying-61-Katydid-4112.jpg@#@<p>The camouflaged objects</p> {<1><2><98><97>}
COD10K-CAM-2-Terrestrial-49-Worm-2939.jpg@#@<p>The camouflaged objects</p> {<5><4><99><99>}
COD10K-CAM-2-Terrestrial-45-Spider-2690.jpg@#@<p>The camouflaged objects</p> {<22><24><66><75>}<delim>{<13><0><29><31>}
COD10K-CAM-1-Aquatic-13-Pipefish-544.jpg@#@<p>The camouflaged objects</p> {<6><14><94><100>}
COD10K-CAM-2-Terrestrial-29-Dog-1853.jpg@#@<p>The camouflaged objects</p> {<41><23><66><87>}<delim>{<10><37><45><82>}
COD10K-CAM-2-Terrestrial-45-Spider-2727.jpg@#@<p>The camouflaged objects</p> {<27><1><81><90>}
COD10K-CAM-2-Terrestrial-28-Deer-1767.jpg@#@<p>The camouflaged objects</p> {<35><42><87><96>}<delim>{<1><0><28><97>}<delim>{<24><1><98><87>}
COD10K-CAM-2-Terrestrial-34-Human-2028.jpg@#@<p>The camouflaged objects</p> {<48><23><59><43>}<delim>{<51><22><67><44>}
COD10K-CAM-3-Flying-53-Bird-3041.jpg@#@<p>The camouflaged objects</p> {<1><42><65><100>}<delim>{<73><0><99><36>}<delim>{<92><0><100><35>}
COD10K-CAM-3-Flying-61-Katydid-3982.jpg@#@<p>The camouflaged objects</p> {<32><7><76><95>}<delim>{<0><1><100><100>}
COD10K-CAM-3-Flying-56-Cicada-3443.jpg@#@<p>The camouflaged objects</p> {<1><1><100><99>}<delim>{<26><20><63><74>}
COD10K-CAM-1-Aquatic-13-Pipefish-649.jpg@#@<p>The camouflaged objects</p> {<25><18><73><86>}
COD10K-CAM-2-Terrestrial-45-Spider-2529.jpg@#@<p>The camouflaged objects</p> {<1><1><100><98>}
COD10K-CAM-3-Flying-61-Katydid-4159.jpg@#@<p>The camouflaged objects</p> {<9><12><65><97>}<delim>{<10><12><64><98>}
COD10K-CAM-2-Terrestrial-31-Gecko-1927.jpg@#@<p>The camouflaged objects</p> {<10><1><95><100>}
COD10K-CAM-2-Terrestrial-24-Caterpillar-1608.jpg@#@<p>The camouflaged objects</p> {<10><46><78><62>}
COD10K-CAM-1-Aquatic-14-ScorpionFish-911.jpg@#@<p>The camouflaged objects</p> {<18><19><95><86>}
COD10K-CAM-3-Flying-61-Katydid-4145.jpg@#@<p>The camouflaged objects</p> {<16><20><85><98>}<delim>{<28><3><38><22>}
COD10K-CAM-3-Flying-59-Grasshopper-3625.jpg@#@<p>The camouflaged objects</p> {<11><4><83><99>}
COD10K-CAM-3-Flying-64-Moth-4482.jpg@#@<p>The camouflaged objects</p> {<49><35><68><84>}
COD10K-CAM-2-Terrestrial-23-Cat-1514.jpg@#@<p>The camouflaged objects</p> {<20><41><59><78>}<delim>{<46><39><57><77>}<delim>{<1><1><99><99>}
COD10K-CAM-2-Terrestrial-38-Lizard-2233.jpg@#@<p>The camouflaged objects</p> {<42><0><83><100>}<delim>{<43><25><53><98>}
COD10K-CAM-2-Terrestrial-24-Caterpillar-1621.jpg@#@<p>The camouflaged objects</p> {<45><35><60><73>}<delim>{<42><35><61><81>}
COD10K-CAM-3-Flying-64-Moth-4433.jpg@#@<p>The camouflaged objects</p> {<24><10><78><89>}<delim>{<1><0><55><63>}
COD10K-CAM-2-Terrestrial-24-Caterpillar-1582.jpg@#@<p>The camouflaged objects</p> {<0><1><100><99>}
COD10K-CAM-2-Terrestrial-23-Cat-1492.jpg@#@<p>The camouflaged objects</p> {<18><56><32><74>}<delim>{<60><24><69><39>}<delim>{<67><26><80><40>}
COD10K-CAM-1-Aquatic-15-SeaHorse-1083.jpg@#@<p>The camouflaged objects</p> {<20><10><56><92>}<delim>{<73><1><100><85>}
COD10K-CAM-1-Aquatic-19-Stingaree-1191.jpg@#@<p>The camouflaged objects</p> {<19><24><63><72>}
COD10K-CAM-3-Flying-59-Grasshopper-3657.jpg@#@<p>The camouflaged objects</p> {<47><40><91><82>}<delim>{<61><53><90><79>}
COD10K-CAM-2-Terrestrial-22-Bug-1273.jpg@#@<p>The camouflaged objects</p> {<48><31><71><52>}<delim>{<48><31><71><52>}
COD10K-CAM-3-Flying-62-Mantis-4272.jpg@#@<p>The camouflaged objects</p> {<1><1><99><100>}<delim>{<0><43><25><86>}
COD10K-CAM-3-Flying-65-Owl-4543.jpg@#@<p>The camouflaged objects</p> {<34><29><56><87>}<delim>{<34><37><56><89>}<delim>{<48><28><71><70>}
COD10K-CAM-2-Terrestrial-31-Gecko-1917.jpg@#@<p>The camouflaged objects</p> {<10><29><63><85>}
COD10K-CAM-4-Amphibian-68-Toad-4900.jpg@#@<p>The camouflaged objects</p> {<1><40><100><99>}
COD10K-CAM-1-Aquatic-8-FrogFish-303.jpg@#@<p>The camouflaged objects</p> {<13><12><80><69>}<delim>{<42><12><80><59>}
COD10K-CAM-2-Terrestrial-36-Leopard-2092.jpg@#@<p>The camouflaged objects</p> {<1><2><98><100>}
COD10K-CAM-3-Flying-53-Bird-3180.jpg@#@<p>The camouflaged objects</p> {<44><47><65><65>}<delim>{<0><58><31><98>}
COD10K-CAM-1-Aquatic-15-SeaHorse-983.jpg@#@<p>The camouflaged objects</p> {<1><2><99><100>}
COD10K-CAM-3-Flying-55-Butterfly-3318.jpg@#@<p>The camouflaged objects</p> {<0><1><100><100>}
COD10K-CAM-3-Flying-65-Owl-4550.jpg@#@<p>The camouflaged objects</p> {<1><0><97><98>}
COD10K-CAM-3-Flying-61-Katydid-4205.jpg@#@<p>The camouflaged objects</p> {<1><0><100><99>}
COD10K-CAM-3-Flying-61-Katydid-3950.jpg@#@<p>The camouflaged objects</p> {<13><4><87><95>}
COD10K-CAM-1-Aquatic-7-Flounder-248.jpg@#@<p>The camouflaged objects</p> {<16><25><94><85>}
COD10K-CAM-2-Terrestrial-27-Cheetah-1751.jpg@#@<p>The camouflaged objects</p> {<21><24><50><71>}<delim>{<18><64><35><98>}
COD10K-CAM-1-Aquatic-10-LeafySeaDragon-429.jpg@#@<p>The camouflaged objects</p> {<1><3><80><100>}
COD10K-CAM-4-Amphibian-67-Frog-4776.jpg@#@<p>The camouflaged objects</p> {<40><32><71><80>}<delim>{<45><3><66><44>}
COD10K-CAM-2-Terrestrial-31-Gecko-1882.jpg@#@<p>The camouflaged objects.</p> {<27><28><64><70>}
COD10K-CAM-3-Flying-53-Bird-3151.jpg@#@<p>The camouflaged objects</p> {<44><24><60><51>}<delim>{<6><53><57><99>}<delim>{<66><23><85><49>}
COD10K-CAM-3-Flying-53-Bird-3185.jpg@#@<p>The camouflaged objects</p> {<31><25><54><99>}<delim>{<0><0><78><100>}
COD10K-CAM-3-Flying-55-Butterfly-3408.jpg@#@<p>The camouflaged objects</p> {<38><62><57><91>}<delim>{<0><2><65><43>}
COD10K-CAM-3-Flying-62-Mantis-4274.jpg@#@<p>The camouflaged objects</p> {<1><25><100><100>}
COD10K-CAM-1-Aquatic-11-Octopus-436.jpg@#@<p>The camouflaged objects</p> {<10><3><94><98>}<delim>{<29><45><66><100>}
COD10K-CAM-2-Terrestrial-23-Cat-1394.jpg@#@<p>The camouflaged objects</p> {<39><37><60><78>}<delim>{<1><74><27><100>}
COD10K-CAM-2-Terrestrial-23-Cat-1330.jpg@#@<p>The camouflaged objects</p> {<1><2><97><100>}
COD10K-CAM-1-Aquatic-14-ScorpionFish-928.jpg@#@<p>The camouflaged objects</p> {<34><19><98><95>}<delim>{<0><1><37><62>}
COD10K-CAM-3-Flying-64-Moth-4432.jpg@#@<p>The camouflaged objects</p> {<23><4><76><91>}<delim>{<23><5><67><89>}
COD10K-CAM-1-Aquatic-13-Pipefish-532.jpg@#@<p>The camouflaged objects</p> {<1><1><100><62>}<delim>{<37><19><100><64>}
COD10K-CAM-5-Other-69-Other-5049.jpg@#@<p>The camouflaged objects.</p> {<45><45><61><57>}<delim>{<22><43><32><49>}
COD10K-CAM-3-Flying-61-Katydid-4240.jpg@#@<p>The camouflaged objects</p> {<36><48><67><81>}<delim>{<46><26><65><44>}
COD10K-CAM-3-Flying-59-Grasshopper-3778.jpg@#@<p>The camouflaged objects</p> {<6><18><97><74>}
COD10K-CAM-3-Flying-55-Butterfly-3379.jpg@#@<p>The camouflaged objects</p> {<31><10><82><61>}<delim>{<47><35><79><64>}
COD10K-CAM-1-Aquatic-14-ScorpionFish-899.jpg@#@<p>The camouflaged objects</p> {<35><2><74><86>}<delim>{<0><1><100><98>}
COD10K-CAM-3-Flying-53-Bird-3176.jpg@#@<p>The camouflaged objects</p> {<35><18><79><92>}<delim>{<34><19><79><91>}
COD10K-CAM-3-Flying-61-Katydid-4068.jpg@#@<p>The camouflaged objects</p> {<25><37><90><100>}
COD10K-CAM-3-Flying-61-Katydid-4004.jpg@#@<p>The camouflaged objects</p> {<0><1><100><98>}<delim>{<25><48><68><97>}
COD10K-CAM-2-Terrestrial-38-Lizard-2167.jpg@#@<p>The camouflaged objects</p> {<10><14><51><78>}<delim>{<46><49><89><89>}
COD10K-CAM-3-Flying-66-Owlfly-4669.jpg@#@<p>The camouflaged objects</p> {<0><3><85><98>}
COD10K-CAM-2-Terrestrial-38-Lizard-2308.jpg@#@<p>The camouflaged objects</p> {<12><49><67><65>}<delim>{<1><50><28><63>}<delim>{<1><49><13><58>}
COD10K-CAM-4-Amphibian-68-Toad-4850.jpg@#@<p>The camouflaged objects</p> {<23><36><51><54>}<delim>{<0><49><44><76>}<delim>{<53><26><81><47>}
COD10K-CAM-1-Aquatic-13-Pipefish-522.jpg@#@<p>The camouflaged objects</p> {<47><30><81><82>}<delim>{<81><69><96><81>}
COD10K-CAM-1-Aquatic-9-GhostPipefish-322.jpg@#@<p>The camouflaged objects</p> {<14><3><75><90>}<delim>{<32><68><67><100>}
COD10K-CAM-5-Other-69-Other-5043.jpg@#@<p>The camouflaged objects</p> {<50><36><64><61>}<delim>{<1><22><52><85>}<delim>{<1><22><52><85>}
COD10K-CAM-4-Amphibian-68-Toad-4842.jpg@#@<p>The camouflaged objects</p> {<0><1><100><100>}
COD10K-CAM-1-Aquatic-4-Crocodile-118.jpg@#@<p>The camouflaged objects</p> {<56><0><93><58>}<delim>{<16><48><42><61>}<delim>{<16><48><42><61>}<delim>{<47><62><69><74>}
COD10K-CAM-1-Aquatic-15-SeaHorse-962.jpg@#@<p>The camouflaged objects</p> {<1><45><29><74>}<delim>{<20><63><44><91>}
COD10K-CAM-1-Aquatic-6-Fish-139.jpg@#@<p>The camouflaged objects</p> {<13><28><95><82>}<delim>{<0><46><13><87>}<delim>{<27><62><45><89>}
COD10K-CAM-2-Terrestrial-36-Leopard-2101.jpg@#@<p>The camouflaged objects</p> {<1><1><100><100>}
COD10K-CAM-2-Terrestrial-24-Caterpillar-1552.jpg@#@<p>The camouflaged objects</p> {<1><0><98><97>}
COD10K-CAM-3-Flying-56-Cicada-3535.jpg@#@<p>The camouflaged objects</p> {<23><17><90><89>}<delim>{<15><19><61><58>}
COD10K-CAM-3-Flying-53-Bird-3082.jpg@#@<p>The camouflaged objects</p> {<1><0><100><100>}
COD10K-CAM-2-Terrestrial-45-Spider-2603.jpg@#@<p>The camouflaged objects.</p> {<30><36><69><61>}<delim>{<28><37><61><61>}
COD10K-CAM-2-Terrestrial-45-Spider-2759.jpg@#@<p>The camouflaged objects</p> {<15><12><89><91>}<delim>{<39><27><56><46>}
COD10K-CAM-3-Flying-61-Katydid-4244.jpg@#@<p>The camouflaged objects</p> {<0><16><100><100>}
COD10K-CAM-2-Terrestrial-38-Lizard-2132.jpg@#@<p>The camouflaged objects</p> {<51><0><84><73>}<delim>{<52><0><99><96>}
COD10K-CAM-2-Terrestrial-21-Ant-1257.jpg@#@<p>The camouflaged objects</p> {<45><37><69><58>}<delim>{<1><16><83><99>}
COD10K-CAM-2-Terrestrial-46-StickInsect-2836.jpg@#@<p>The camouflaged objects</p> {<17><59><45><76>}
COD10K-CAM-2-Terrestrial-34-Human-2012.jpg@#@<p>The camouflaged objects</p> {<16><9><98><97>}
COD10K-CAM-3-Flying-65-Owl-4609.jpg@#@<p>The camouflaged objects</p> {<46><27><59><50>}<delim>{<13><49><63><69>}<delim>{<1><1><28><39>}
COD10K-CAM-2-Terrestrial-42-Sciuridae-2379.jpg@#@<p>The camouflaged objects</p> {<0><1><100><98>}<delim>{<14><45><39><70>}<delim>{<26><17><46><36>}<delim>{<50><30><72><52>}<delim>{<64><56><88><82>}
COD10K-CAM-2-Terrestrial-44-Snake-2467.jpg@#@<p>The camouflaged objects</p> {<0><1><98><100>}
COD10K-CAM-2-Terrestrial-21-Ant-1247.jpg@#@<p>The camouflaged objects</p> {<42><15><63><54>}<delim>{<0><79><10><99>}
COD10K-CAM-2-Terrestrial-23-Cat-1458.jpg@#@<p>The camouflaged objects</p> {<53><20><91><64>}<delim>{<17><0><98><36>}
COD10K-CAM-3-Flying-53-Bird-3064.jpg@#@<p>The camouflaged objects</p> {<39><53><56><78>}<delim>{<40><52><55><78>}
COD10K-CAM-1-Aquatic-3-Crab-32.jpg@#@<p>The camouflaged objects</p> {<36><38><61><57>}<delim>{<40><40><61><58>}
COD10K-CAM-2-Terrestrial-46-StickInsect-2842.jpg@#@<p>The camouflaged objects</p> {<11><34><69><92>}
COD10K-CAM-4-Amphibian-68-Toad-4977.jpg@#@<p>The camouflaged objects</p> {<20><47><45><79>}<delim>{<17><47><45><83>}
COD10K-CAM-3-Flying-53-Bird-3054.jpg@#@<p>The camouflaged objects</p> {<0><1><99><99>}
COD10K-CAM-3-Flying-64-Moth-4460.jpg@#@<p>The camouflaged objects</p> {<43><29><60><64>}<delim>{<0><1><99><98>}
COD10K-CAM-1-Aquatic-13-Pipefish-517.jpg@#@<p>The camouflaged objects</p> {<0><0><100><100>}
COD10K-CAM-3-Flying-61-Katydid-4087.jpg@#@<p>The camouflaged objects</p> {<10><23><86><99>}
COD10K-CAM-1-Aquatic-13-Pipefish-688.jpg@#@<p>The camouflaged objects</p> {<4><1><98><100>}
COD10K-CAM-2-Terrestrial-23-Cat-1479.jpg@#@<p>The camouflaged objects</p> {<0><1><100><99>}
COD10K-CAM-1-Aquatic-14-ScorpionFish-868.jpg@#@<p>The camouflaged objects</p> {<6><10><98><95>}<delim>{<5><24><30><48>}
COD10K-CAM-4-Amphibian-68-Toad-4831.jpg@#@<p>The camouflaged objects</p> {<31><42><74><85>}<delim>{<0><7><53><55>}
COD10K-CAM-3-Flying-61-Katydid-4229.jpg@#@<p>The camouflaged objects</p> {<0><1><98><100>}
COD10K-CAM-4-Amphibian-68-Toad-4964.jpg@#@<p>The camouflaged objects</p> {<1><1><100><99>}
COD10K-CAM-2-Terrestrial-45-Spider-2783.jpg@#@<p>The camouflaged objects</p> {<26><37><62><64>}
COD10K-CAM-2-Terrestrial-31-Gecko-1890.jpg@#@<p>The camouflaged objects</p> {<30><11><61><99>}<delim>{<35><9><62><97>}<delim>{<0><1><23><43>}
COD10K-CAM-3-Flying-58-Frogmouth-3611.jpg@#@<p>The camouflaged objects</p> {<30><24><59><61>}<delim>{<30><23><58><61>}<delim>{<1><0><100><47>}
COD10K-CAM-2-Terrestrial-46-StickInsect-2818.jpg@#@<p>The camouflaged objects</p> {<34><23><90><82>}<delim>{<50><19><63><71>}
COD10K-CAM-2-Terrestrial-45-Spider-2702.jpg@#@<p>The camouflaged objects</p> {<0><1><100><98>}<delim>{<24><5><93><98>}
COD10K-CAM-2-Terrestrial-26-Chameleon-1703.jpg@#@<p>The camouflaged objects</p> {<1><1><98><98>}
COD10K-CAM-2-Terrestrial-46-StickInsect-2850.jpg@#@<p>The camouflaged objects</p> {<35><21><79><77>}<delim>{<0><46><36><100>}<delim>{<1><46><40><100>}
COD10K-CAM-1-Aquatic-13-Pipefish-534.jpg@#@<p>The camouflaged objects</p> {<6><10><92><87>}<delim>{<39><13><65><41>}<delim>{<59><29><71><41>}
COD10K-CAM-3-Flying-61-Katydid-4142.jpg@#@<p>The camouflaged objects</p> {<15><1><99><100>}<delim>{<0><1><61><100>}
COD10K-CAM-4-Amphibian-67-Frog-4754.jpg@#@<p>The camouflaged objects</p> {<46><25><89><87>}<delim>{<47><23><60><42>}<delim>{<1><1><43><61>}
COD10K-CAM-2-Terrestrial-34-Human-1973.jpg@#@<p>The camouflaged objects</p> {<35><26><84><97>}<delim>{<0><1><28><100>}
COD10K-CAM-1-Aquatic-14-ScorpionFish-892.jpg@#@<p>The camouflaged objects</p> {<49><31><80><82>}<delim>{<50><32><78><81>}
COD10K-CAM-2-Terrestrial-29-Dog-1835.jpg@#@<p>The camouflaged objects</p> {<0><14><100><99>}
COD10K-CAM-1-Aquatic-11-Octopus-462.jpg@#@<p>The camouflaged objects</p> {<23><7><98><100>}<delim>{<0><2><100><82>}
COD10K-CAM-2-Terrestrial-24-Caterpillar-1568.jpg@#@<p>The camouflaged objects</p> {<0><5><100><98>}<delim>{<0><5><100><98>}
COD10K-CAM-2-Terrestrial-26-Chameleon-1727.jpg@#@<p>The camouflaged objects</p> {<49><45><56><65>}<delim>{<48><47><56><63>}
COD10K-CAM-4-Amphibian-68-Toad-5008.jpg@#@<p>The camouflaged objects</p> {<22><15><76><87>}<delim>{<0><0><100><100>}
COD10K-CAM-3-Flying-50-Bat-2959.jpg@#@<p>The camouflaged objects</p> {<72><10><98><24>}<delim>{<48><78><69><98>}<delim>{<50><76><68><98>}<delim>{<67><3><98><19>}
COD10K-CAM-2-Terrestrial-45-Spider-2718.jpg@#@<p>The camouflaged objects</p> {<65><40><87><98>}<delim>{<74><39><100><72>}
COD10K-CAM-3-Flying-59-Grasshopper-3853.jpg@#@<p>The camouflaged objects</p> {<1><0><93><100>}
COD10K-CAM-3-Flying-61-Katydid-4220.jpg@#@<p>The camouflaged objects</p> {<1><2><100><99>}
COD10K-CAM-2-Terrestrial-22-Bug-1281.jpg@#@<p>The camouflaged objects</p> {<0><0><100><100>}
COD10K-CAM-1-Aquatic-8-FrogFish-306.jpg@#@<p>The camouflaged objects</p> {<17><9><96><93>}<delim>{<59><0><82><40>}
COD10K-CAM-3-Flying-53-Bird-3221.jpg@#@<p>The camouflaged objects</p> {<1><0><100><94>}
COD10K-CAM-2-Terrestrial-46-StickInsect-2864.jpg@#@<p>The camouflaged objects</p> {<38><18><50><99>}<delim>{<32><16><50><99>}<delim>{<42><74><66><100>}
COD10K-CAM-1-Aquatic-10-LeafySeaDragon-422.jpg@#@<p>The camouflaged objects</p> {<0><1><85><92>}<delim>{<25><14><70><82>}
COD10K-CAM-2-Terrestrial-28-Deer-1801.jpg@#@<p>The camouflaged objects</p> {<30><54><61><72>}<delim>{<31><54><58><73>}
COD10K-CAM-1-Aquatic-11-Octopus-458.jpg@#@<p>The camouflaged objects</p> {<1><9><87><85>}
COD10K-CAM-2-Terrestrial-49-Worm-2941.jpg@#@<p>The camouflaged objects</p> {<2><36><70><83>}
COD10K-CAM-3-Flying-63-Mockingbird-4426.jpg@#@<p>The camouflaged objects</p> {<47><46><59><63>}<delim>{<1><0><99><100>}
COD10K-CAM-2-Terrestrial-26-Chameleon-1692.jpg@#@<p>The camouflaged objects</p> {<1><6><98><100>}
COD10K-CAM-1-Aquatic-14-ScorpionFish-939.jpg@#@<p>The camouflaged objects</p> {<21><15><76><83>}<delim>{<0><1><43><36>}
COD10K-CAM-1-Aquatic-13-Pipefish-576.jpg@#@<p>The camouflaged objects</p> {<19><18><100><99>}<delim>{<1><0><32><57>}
COD10K-CAM-2-Terrestrial-40-Rabbit-2348.jpg@#@<p>The camouflaged objects</p> {<43><56><62><74>}
COD10K-CAM-3-Flying-56-Cicada-3513.jpg@#@<p>The camouflaged objects</p> {<0><0><100><100>}
COD10K-CAM-2-Terrestrial-24-Caterpillar-1546.jpg@#@<p>The camouflaged objects</p> {<2><5><84><100>}
COD10K-CAM-2-Terrestrial-23-Cat-1301.jpg@#@<p>The camouflaged objects</p> {<1><2><98><98>}<delim>{<30><0><97><96>}
COD10K-CAM-4-Amphibian-68-Toad-4828.jpg@#@<p>The camouflaged objects</p> {<28><25><81><64>}<delim>{<0><1><100><100>}
COD10K-CAM-3-Flying-54-Bittern-3254.jpg@#@<p>The camouflaged objects</p> {<0><1><99><99>}
COD10K-CAM-2-Terrestrial-27-Cheetah-1743.jpg@#@<p>The camouflaged objects</p> {<7><32><31><75>}<delim>{<64><16><99><42>}<delim>{<30><41><81><79>}
COD10K-CAM-2-Terrestrial-38-Lizard-2291.jpg@#@<p>The camouflaged objects</p> {<59><27><74><46>}<delim>{<31><24><62><46>}
COD10K-CAM-3-Flying-55-Butterfly-3322.jpg@#@<p>The camouflaged objects</p> {<1><1><69><45>}
COD10K-CAM-2-Terrestrial-34-Human-1985.jpg@#@<p>The camouflaged objects</p> {<62><21><81><45>}<delim>{<70><21><81><45>}
COD10K-CAM-2-Terrestrial-23-Cat-1537.jpg@#@<p>The camouflaged objects</p> {<4><28><65><78>}
COD10K-CAM-2-Terrestrial-38-Lizard-2149.jpg@#@<p>The camouflaged objects</p> {<47><35><79><56>}<delim>{<0><24><100><100>}
COD10K-CAM-2-Terrestrial-31-Gecko-1908.jpg@#@<p>The camouflaged objects</p> {<28><43><65><60>}
COD10K-CAM-3-Flying-62-Mantis-4330.jpg@#@<p>The camouflaged objects</p> {<24><25><91><89>}<delim>{<0><1><49><97>}
COD10K-CAM-3-Flying-55-Butterfly-3393.jpg@#@<p>The camouflaged objects</p> {<20><1><74><99>}<delim>{<23><4><74><55>}
COD10K-CAM-1-Aquatic-13-Pipefish-800.jpg@#@<p>The camouflaged objects</p> {<39><22><58><76>}<delim>{<45><15><60><79>}
COD10K-CAM-2-Terrestrial-38-Lizard-2138.jpg@#@<p>The camouflaged objects</p> {<49><18><82><53>}<delim>{<67><0><96><55>}
COD10K-CAM-2-Terrestrial-42-Sciuridae-2418.jpg@#@<p>The camouflaged objects</p> {<34><25><67><71>}<delim>{<35><27><68><71>}
COD10K-CAM-2-Terrestrial-45-Spider-2736.jpg@#@<p>The camouflaged objects</p> {<1><7><90><98>}<delim>{<31><25><54><40>}
COD10K-CAM-2-Terrestrial-24-Caterpillar-1643.jpg@#@<p>The camouflaged objects</p> {<1><1><99><66>}
COD10K-CAM-2-Terrestrial-22-Bug-1284.jpg@#@<p>The camouflaged objects</p> {<1><1><100><100>}
COD10K-CAM-2-Terrestrial-34-Human-2039.jpg@#@<p>The camouflaged objects</p> {<22><38><54><67>}<delim>{<18><39><34><70>}
COD10K-CAM-4-Amphibian-67-Frog-4796.jpg@#@<p>The camouflaged objects</p> {<1><0><98><100>}
COD10K-CAM-3-Flying-60-Heron-3912.jpg@#@<p>The camouflaged objects</p> {<0><59><100><100>}<delim>{<63><27><81><55>}<delim>{<22><24><45><57>}
COD10K-CAM-2-Terrestrial-33-Grouse-1966.jpg@#@<p>The camouflaged objects.</p> {<43><15><85><72>}<delim>{<0><0><100><100>}
COD10K-CAM-3-Flying-53-Bird-3128.jpg@#@<p>The camouflaged objects</p> {<6><70><54><89>}<delim>{<0><1><100><100>}
COD10K-CAM-2-Terrestrial-31-Gecko-1888.jpg@#@<p>The camouflaged objects</p> {<39><18><75><82>}
COD10K-CAM-1-Aquatic-1-BatFish-6.jpg@#@<p>The camouflaged objects</p> {<8><36><62><68>}<delim>{<54><24><69><40>}<delim>{<21><47><61><66>}
COD10K-CAM-2-Terrestrial-39-Monkey-2338.jpg@#@<p>The camouflaged objects</p> {<14><54><67><99>}<delim>{<29><53><68><77>}
COD10K-CAM-3-Flying-59-Grasshopper-3756.jpg@#@<p>The camouflaged objects</p> {<49><44><65><71>}<delim>{<1><45><64><80>}
COD10K-CAM-3-Flying-55-Butterfly-3342.jpg@#@<p>The camouflaged objects</p> {<24><38><53><69>}<delim>{<0><0><56><51>}
COD10K-CAM-1-Aquatic-15-SeaHorse-1085.jpg@#@<p>The camouflaged objects</p> {<4><1><98><98>}
COD10K-CAM-2-Terrestrial-23-Cat-1368.jpg@#@<p>The camouflaged objects</p> {<1><0><99><100>}
COD10K-CAM-3-Flying-56-Cicada-3539.jpg@#@<p>The camouflaged objects</p> {<1><0><100><100>}<delim>{<48><42><63><72>}
COD10K-CAM-3-Flying-53-Bird-3022.jpg@#@<p>The camouflaged objects</p> {<13><46><39><78>}<delim>{<15><46><40><78>}
COD10K-CAM-3-Flying-58-Frogmouth-3598.jpg@#@<p>The camouflaged objects</p> {<20><6><78><100>}<delim>{<45><37><63><80>}<delim>{<93><1><100><41>}
COD10K-CAM-3-Flying-55-Butterfly-3360.jpg@#@<p>The camouflaged objects</p> {<15><23><85><79>}
COD10K-CAM-2-Terrestrial-46-StickInsect-2829.jpg@#@<p>The camouflaged objects</p> {<5><3><98><99>}
COD10K-CAM-2-Terrestrial-40-Rabbit-2366.jpg@#@<p>The camouflaged objects</p> {<13><3><87><95>}
COD10K-CAM-1-Aquatic-9-GhostPipefish-391.jpg@#@<p>The camouflaged objects</p> {<1><0><99><76>}<delim>{<0><24><95><84>}
COD10K-CAM-3-Flying-61-Katydid-3971.jpg@#@<p>The camouflaged objects</p> {<0><13><93><95>}
COD10K-CAM-3-Flying-64-Moth-4499.jpg@#@<p>The camouflaged objects</p> {<37><10><65><82>}<delim>{<9><47><27><88>}<delim>{<58><1><67><37>}
COD10K-CAM-1-Aquatic-13-Pipefish-563.jpg@#@<p>The camouflaged objects</p> {<0><23><86><95>}<delim>{<40><71><62><92>}
COD10K-CAM-3-Flying-63-Mockingbird-4387.jpg@#@<p>The camouflaged objects</p> {<1><1><99><100>}<delim>{<73><68><100><95>}
COD10K-CAM-2-Terrestrial-47-Tiger-2883.jpg@#@<p>The camouflaged objects</p> {<1><0><98><63>}<delim>{<34><42><73><73>}
COD10K-CAM-1-Aquatic-18-StarFish-1178.jpg@#@<p>The camouflaged objects</p> {<9><18><40><52>}<delim>{<40><29><63><39>}<delim>{<76><55><98><84>}<delim>{<21><21><39><50>}
COD10K-CAM-1-Aquatic-12-Pagurian-482.jpg@#@<p>The camouflaged objects</p> {<15><19><67><84>}<delim>{<0><0><22><73>}
COD10K-CAM-3-Flying-65-Owl-4638.jpg@#@<p>The camouflaged objects</p> {<9><3><78><90>}
COD10K-CAM-3-Flying-61-Katydid-4180.jpg@#@<p>The camouflaged objects</p> {<1><0><95><98>}<delim>{<53><46><75><78>}<delim>{<27><0><52><59>}
COD10K-CAM-2-Terrestrial-40-Rabbit-2371.jpg@#@<p>The camouflaged objects</p> {<1><0><99><100>}
COD10K-CAM-3-Flying-59-Grasshopper-3759.jpg@#@<p>The camouflaged objects</p> {<1><1><100><99>}<delim>{<74><28><85><51>}<delim>{<33><41><61><60>}
